name,type,start_time,duration,"value"
"SMBus","v1frame",11.18565025,0.000605,"Write address \x0B ACK Protocol=Block write"
"SMBus","v1frame",11.18625525,0.00058175,"Command \xA4"
"SMBus","v1frame",11.186934,0.0006425,"Read address \x0B ACK Protocol=Block write"
"SMBus","v1frame",11.1875765,0.00063,"Byte count \x04"
"SMBus","v1frame",11.1882065,0.00062275,"Byte \0 ACK"
"SMBus","v1frame",11.18882925,0.000614125,"Byte \0 ACK"
"SMBus","v1frame",11.189443375,0.00062275,"Byte \x01 ACK"
"SMBus","v1frame",11.190066125,0.000636375,"Byte t ACK"
"SMBus","v1frame",11.1907025,0.000591875,"PEC \x93 OK"
"SMBus","v1frame",11.19133,0.00005025,""
"SMBus","v1frame",11.191511,0.0000045,""
"SMBus","v1frame",11.1915265,0.000604875,"Write address \x0B ACK Protocol=Read word"
"SMBus","v1frame",11.19214875,0.000621125,"Command z"
"SMBus","v1frame",11.19286725,0.000628375,"Read address \x0B ACK Protocol=Read word"
"SMBus","v1frame",11.193495625,0.001230375,"Word \x01@ ACK"
"SMBus","v1frame",11.194726,0.00059175,"PEC \xB1 OK"
"SMBus","v1frame",11.195353375,0.0000505,""
"SMBus","v1frame",11.3957085,0.0000045,""
"SMBus","v1frame",11.395724,0.000604875,"Write address \x0B ACK Protocol=Block write"
"SMBus","v1frame",11.396328875,0.0006315,"Command \xA4"
"SMBus","v1frame",11.39705725,0.000637625,"Read address \x0B ACK Protocol=Block write"
"SMBus","v1frame",11.397694875,0.000585375,"Byte count \x04"
"SMBus","v1frame",11.39828025,0.000622875,"Byte \0 ACK"
"SMBus","v1frame",11.398903125,0.000622875,"Byte \0 ACK"
"SMBus","v1frame",11.399526,0.000627125,"Byte \x01 ACK"
"SMBus","v1frame",11.400153125,0.000623875,"Byte \xD1 ACK"
"SMBus","v1frame",11.400777,0.00059175,"PEC \xE1 OK"
"SMBus","v1frame",11.401404375,0.00005025,""
"SMBus","v1frame",11.4015855,0.0000045,""
"SMBus","v1frame",11.401600875,0.000605,"Write address \x0B ACK Protocol=Read word"
"SMBus","v1frame",11.40222325,0.000621125,"Command z"
"SMBus","v1frame",11.4029415,0.00063725,"Read address \x0B ACK Protocol=Read word"
"SMBus","v1frame",11.40357875,0.00122175,"Word \x01@ ACK"
"SMBus","v1frame",11.4048005,0.000591625,"PEC \xB1 OK"
"SMBus","v1frame",11.40542775,0.0000505,""
"SMBus","v1frame",11.60558325,0.0000045,""
"SMBus","v1frame",11.60559875,0.000605,"Write address \x0B ACK Protocol=Block write"
"SMBus","v1frame",11.60620375,0.000631375,"Command \xA4"
"SMBus","v1frame",11.606932,0.000637625,"Read address \x0B ACK Protocol=Block write"
"SMBus","v1frame",11.607569625,0.0005855,"Byte count \x04"
"SMBus","v1frame",11.608155125,0.000573,"Byte \0 ACK"
